2026-03-27 19:21:47,043 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAABBGAME-26MAR271600ALCAGL-ALC at 0.0100 and Buy YES on KXNCAABBGAME-26MAR271600ALCAGL-AGL at 0.9700 of size 200 | Combined Price: 196.5500
2026-03-27 20:21:43,530 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:43,530 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:44,554 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:44,554 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:45,605 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:45,605 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:46,730 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:46,730 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:47,797 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:47,797 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:48,828 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:48,828 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:49,877 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:49,877 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:50,911 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:50,911 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:51,913 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:51,913 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:52,962 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:52,962 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:54,033 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:54,033 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:55,092 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:55,092 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:56,141 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:56,141 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:57,180 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:57,180 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:58,281 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:58,281 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:59,354 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:21:59,354 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:00,398 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:00,398 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:01,462 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:01,462 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:02,546 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:02,546 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:03,588 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:03,588 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:04,619 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:04,619 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:05,666 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:05,666 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:06,696 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:06,696 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:07,713 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:07,713 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:08,725 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:08,725 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:09,746 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 82 | Combined Price: 80.9200
2026-03-27 20:22:09,746 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 65 | Combined Price: 64.1400
2026-03-27 20:22:09,746 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy NO on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.97 and Buy NO on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.37 of size -1 | Combined Price: -1.35
2026-03-27 20:27:42,258 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:42,260 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:43,307 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:43,307 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:44,340 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:44,340 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:45,364 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:45,364 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:46,385 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:46,385 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:47,385 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:47,385 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:48,406 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:48,406 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:49,418 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:49,418 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:50,419 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:50,419 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:51,402 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:51,402 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:52,440 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:52,440 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:53,455 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:53,456 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:54,444 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:54,444 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:55,448 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:55,448 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:56,434 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:56,434 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 of size 168 | Combined Price: 165.7700
2026-03-27 20:27:57,455 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 27 | Combined Price: 26.6500
2026-03-27 20:35:37,754 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28UMASTB-STB at 0.0600 and Buy YES on KXNCAAMLAXGAME-26MAR28UMASTB-UMA at 0.9300 of size 106 | Combined Price: 105.8500
2026-03-27 20:35:37,754 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28UMASTB-UMA at 0.9300 and Buy YES on KXNCAAMLAXGAME-26MAR28UMASTB-STB at 0.0600 of size 106 | Combined Price: 105.8500
2026-03-27 20:35:37,754 | INFO | Intra-Kalshi Arbitrage Opportunity: Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-MON at 0.9400 and Buy YES on KXNCAAMLAXGAME-26MAR28HAMMON-HAM at 0.0400 of size 168 | Combined Price: 165.7700
